ESTABILIDAD;05/03/2025 09:28:37AM;DOBACK002;53;0;
ax; ay; az; gx; gy; gz; roll; pitch; yaw; timeantwifi; usciclo1; usciclo2; usciclo3;usciclo4; usciclo5; si; accmag; microsds
261.32; 155.79; 994.30; -747.95; 1159.81; -15543.67;   0.57;   4.17;   3.37; 104078801.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.69; 1039.81; 20352.00; 
189.34; 167.75; 1002.60; -1137.32; 3999.19; 12740.70;   0.80;   4.16;   3.31; 104178964.00; 20000.00; 19998.00; 20000.00; 20086.00; 19913.00;  -0.96; 1034.02; 20352.00; 
105.77; 195.08; 1050.42; -520.45; 9695.44; -5498.67;   0.93;   3.65;   4.83; 104278324.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.05; 1073.60; 20352.00; 
 19.76; 218.14; 1020.90; 284.55; 6825.44; -40306.18;   1.83;   3.64;   1.49; 104378460.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.80; 1044.13; 20352.00; 
-33.79; 295.73; 974.78; -4764.20; 2901.06; 19171.95;   2.60;   3.86;  -1.33; 104478402.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.64; 1019.21; 20352.00; 
09:33:34AM
-83.81; 309.15; 971.00; -4724.83; -3232.69; -480.55;   2.53;   3.55;   0.11; 104577750.00; 20001.00; 19997.00; 20000.00; 19998.00; 20000.00;   0.10; 1022.46; 23140.00; 
-14.15; 268.89; 997.47; -1032.32; -865.81; 149.45;   2.34;   3.23;   0.10; 104677906.00; 19998.00; 20000.00; 19998.00; 20242.00; 19756.00;   0.85; 1033.18; 23140.00; 
 11.47; 211.43; 998.08; -2318.57; 752.94; 635.08;   2.32;   3.06;   0.12; 104777897.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.88; 1020.29; 23140.00; 
  1.95; 167.38; 1009.92; -1299.20; 1754.81; 350.70;   2.44;   3.00;   0.13; 104878055.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.98; 1023.70; 23140.00; 
-15.37; 149.82; 1021.87; -1321.07; 1277.94; -156.80;   2.62;   2.96;   0.12; 104978120.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.84; 1032.91; 23140.00; 
-37.70; 154.21; 1027.48; 708.92; -1084.56; -589.92;   2.63;   2.95;   0.11; 105078178.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.62; 1039.68; 23140.00; 
-29.28; 148.84; 1024.43; 1570.80; -839.56; -817.42;   2.56;   2.94;   0.12; 105176916.00; 20000.00; 19998.00; 20000.00; 20088.00; 19910.00;   0.70; 1035.60; 23140.00; 
-25.86; 144.45; 1035.78; -144.20; -673.31; -69.30;   2.54;   2.90;   0.15; 105276841.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.74; 1046.12; 23140.00; 
-27.94; 135.18; 1029.19; -2624.82; -248.94; 652.58;   2.51;   2.89;   0.13; 105374390.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.72; 1038.41; 23140.00; 
-33.92; 128.22; 1014.92; -612.33; -1163.31; 407.58;   2.38;   2.91;   0.15; 105474431.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.65; 1023.55; 23140.00; 
09:33:37AM
-11.22; 117.85; 1015.65; -2077.95; 1763.56; -563.67;   2.36;   2.78;   0.16; 105570972.00; 20001.00; 19997.00; 20000.00; 19998.00; 20000.00;   0.88; 1022.53; 25591.00; 
-35.87; 104.80; 1008.45; -1076.07; 954.19;  44.45;   2.49;   2.57;   0.17; 105671042.00; 19998.00; 20000.00; 19998.00; 20241.00; 19758.00;   0.63; 1014.52; 25591.00; 
-19.76;  75.52; 1031.39;  61.43; 2577.31; -1421.18;   2.54;   2.41;   0.10; 105771079.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.80; 1034.34; 25591.00; 
-77.35;  75.64; 1052.62; -1391.07; -6356.44; 464.45;   2.83;   2.58;   0.14; 105874688.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.23; 1058.16; 25591.00; 
-29.28;  65.51; 1066.28; -306.08; -3600.19; -2965.55;   2.24;   2.57;   0.05; 105971350.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.71; 1068.69; 25591.00; 
 -2.44;  59.54; 1039.81; 603.92; -4260.81; -2081.80;   2.15;   2.82;  -0.76; 106071411.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.98; 1041.51; 25591.00; 
  1.34;  57.46; 1045.30; 1671.43; -3858.31; -8158.67;   1.93;   2.74;  -1.16; 106171494.00; 20000.00; 19998.00; 20000.00; 20093.00; 19906.00;   0.99; 1046.88; 25591.00; 
  3.42;  48.07; 1060.79; 8387.05; -1535.19; -13133.05;   1.79;   3.21;  -2.55; 106271542.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.97; 1061.88; 25591.00; 
 17.93;  49.90; 1037.61; 6497.05; -572.69; -808.67;   1.65;   3.89;  -3.70; 106371718.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.82; 1038.96; 25591.00; 
  2.68;  46.60; 1043.47; 1076.43; -82.69; 3260.07;   1.50;   4.21;  -3.53; 106471653.00; 19999.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.97; 1044.51; 25591.00; 
09:33:38AM
-16.35;  49.90; 1025.53; 4935.17; -332.06; 3229.45;   1.52;   4.63;  -3.20; 106570977.00; 19999.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.83; 1026.88; 22275.00; 
-30.99;   4.39; 1037.00; -8342.95; -1373.31; 8986.95;   0.68;   5.13;  -2.73; 106671855.00; 20000.00; 19998.00; 20000.00; 20240.00; 19758.00;   0.69; 1037.47; 22275.00; 
-40.02;   4.64; 1058.47; 704.55; -3447.06; -2094.93;   0.65;   5.31;  -3.60; 106771888.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.60; 1059.24; 22275.00; 
-23.18;  21.23; 1026.26; 280.17; -612.06; -1049.30;   0.73;   5.37;  -3.71; 106871965.00; 20000.00; 19998.00; 20000.00; 19998.00; 19999.00;   0.76; 1026.75; 22275.00; 
-19.52;  33.92; 1017.72; -1036.70; 927.94; 223.82;   0.86;   5.42;  -3.83; 106971367.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.80; 1018.48; 22275.00; 
-30.50;  35.99; 1018.82; -1640.45; -100.19; -257.42;   1.00;   5.36;  -3.88; 107072081.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.69; 1019.91; 22275.00; 
-30.87;  40.14; 1017.85;   0.18; 2537.94; -826.17;   1.09;   5.23;  -3.89; 107172155.00; 20019.00; 19980.00; 20000.00; 20088.00; 19910.00;   0.68; 1019.10; 22275.00; 
-44.41;  40.75; 1034.56; -454.83; 551.69; -611.80;   1.21;   5.12;  -3.95; 107272266.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.55; 1036.31; 22275.00; 
-50.14;  31.60; 1049.44; 1925.18; -883.31; -598.67;   1.18;   5.20;  -4.01; 107372322.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.50; 1051.12; 22275.00; 
-43.19;  41.11; 1033.22; 332.67; -852.69; -795.55;   1.12;   5.32;  -4.02; 107472390.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.56; 1034.94; 22275.00; 
09:33:39AM
-37.58;  50.63; 1023.58; -621.08; 643.56;  79.45;   1.17;   5.31;  -4.08; 107571668.00; 20001.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.62; 1025.52; 22373.00; 
-43.55;  49.17; 1008.94; -761.08; 1645.44; -143.68;   1.26;   5.12;  -4.08; 107671870.00; 19998.00; 20000.00; 19998.00; 20240.00; 19759.00;   0.55; 1011.08; 22373.00; 
-48.07;  44.41; 1009.18; -1137.32; 1496.69; 398.83;   1.41;   4.99;  -4.08; 107771898.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.50; 1011.30; 22373.00; 
-59.41;  35.87; 1033.22; 2314.55; 2376.06; 420.70;   1.58;   4.88;  -4.00; 107873297.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.40; 1035.55; 22373.00; 
-71.86;  38.06; 1037.12; 3727.68; -200.81; 2223.20;   1.64;   4.98;  -3.88; 107974059.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.27; 1040.31; 22373.00; 
-75.40;  40.02; 1051.27; 267.05; -1631.44; -261.80;   1.51;   4.96;  -3.92; 108074786.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.25; 1054.73; 22373.00; 
-94.55;  49.17; 1055.30; -3473.57; -3258.94; 8321.95;   1.22;   5.13;  -3.94; 108178280.00; 20000.00; 19998.00; 20000.00; 20091.00; 19907.00;   0.06; 1060.67; 22373.00; 
-89.06;  39.16; 1051.76; 2288.30; -6474.56; -187.43;   0.91;   5.27;  -3.62; 108277597.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.11; 1056.25; 22373.00; 
-71.37;  38.92; 1041.64; -2222.32; -1552.69; 814.45;   0.60;   5.17;  -3.51; 108374983.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.28; 1044.80; 22373.00; 
-57.34;   9.76; 1066.04; 4677.05; -2020.81; 976.33;   0.32;   5.15;  -3.44; 108473041.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.44; 1067.62; 22373.00; 
09:33:40AM
-30.01; -16.96; 1064.94; 4449.55; 1868.56; -721.17;   0.25;   5.20;  -3.47; 108571667.00; 19999.00; 19999.00; 20000.00; 19998.00; 20000.00;   0.70; 1065.50; 23634.00; 
-66.12;  17.45; 1057.62; -227.32; -1758.31; 5206.95;   0.38;   5.58;  -3.25; 108673897.00; 19998.00; 20000.00; 19998.00; 20244.00; 19754.00;   0.35; 1059.83; 23634.00; 
-42.94;  25.13; 1031.75; 148.93;  -8.31; -1005.55;   0.07;   5.57;  -3.03; 108771890.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.56; 1032.95; 23634.00; 
 -7.69;   7.44; 998.81; -1312.32; 3246.69; -865.55;   0.21;   5.21;  -3.00; 108871945.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.92; 998.87; 23634.00; 
-28.55;   8.54; 986.00; -4768.58; 2489.81; -1639.93;   0.65;   4.76;  -3.08; 108972023.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.70; 986.45; 23634.00; 
-49.04; -25.38; 1027.97; -284.20; 2415.44; -25.55;   1.03;   4.53;  -3.17; 109072073.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.50; 1029.45; 23634.00; 
-48.56; -23.55; 1035.78; 1522.68; 1855.44;  83.82;   1.23;   4.81;  -3.15; 109172161.00; 20000.00; 19998.00; 20000.00; 20087.00; 19912.00;   0.51; 1037.18; 23634.00; 
-33.92;  -1.10; 990.64; 105.18; 3224.81; -808.67;   1.47;   4.98;  -3.24; 109272260.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.64; 991.22; 23634.00; 
-53.68;  10.98; 1026.02; -5674.20; 1811.69; -239.93;   1.83;   4.78;  -3.34; 109372841.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.45; 1027.48; 23634.00; 
-76.98; -23.18; 1049.93; -437.33; -690.81; -554.92;   2.03;   4.61;  -3.36; 109475797.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.23; 1053.01; 23634.00; 
09:33:40AM
-71.25; -35.99; 1057.62; 1986.43; -2077.69; -86.80;   1.93;   4.99;  -3.44; 109574396.00; 20001.00; 19998.00; 20008.00; 19991.00; 19998.00;   0.30; 1060.63; 20906.00; 
-67.83; -13.42; 1076.04; 2104.55; -870.19; -1460.55;   1.75;   5.29;  -3.47; 109670620.00; 20000.00; 19998.00; 20000.00; 20237.00; 19761.00;   0.34; 1078.26; 20906.00; 
-66.86; -10.37; 1067.50; -1080.45; -1425.81; -248.68;   1.61;   5.43;  -3.58; 109773975.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.34; 1069.64; 20906.00; 
-56.61; -15.98; 1048.10; -411.08; -340.81; -646.80;   1.47;   5.51;  -3.66; 109872599.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.43; 1049.75; 20906.00; 
-60.39; -19.40; 1045.54; -1032.32; -1347.06; 210.70;   1.45;   5.65;  -3.75; 109973405.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.40; 1047.46; 20906.00; 
-64.17; -23.55; 1048.59; 678.30; -270.81; -511.17;   1.39;   5.50;  -3.83; 110074161.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.36; 1050.82; 20906.00; 
-66.12; -31.72; 1034.56; -1198.57; 407.31; -515.55;   1.37;   5.40;  -3.91; 110174189.00; 19998.00; 20000.00; 19998.00; 20138.00; 19860.00;   0.33; 1037.16; 20906.00; 
-74.30; -32.70; 1043.34; -1990.45; -69.56; 639.45;   1.42;   5.46;  -3.93; 110274926.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.25; 1046.50; 20906.00; 
-95.65; -32.70; 1036.63; -314.83; 1404.81; 1024.45;   1.48;   5.40;  -3.90; 110378484.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.04; 1041.55; 20906.00; 
-115.05; -36.23; 1051.27; -581.70; 678.56; 2013.20;   1.53;   5.43;  -3.72; 110471106.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.14; 1058.17; 20906.00; 
09:33:42AM
-131.64; -33.43; 1052.25; 1820.18; -231.44; 2389.45;   1.49;   5.37;  -3.43; 110577905.00; 19997.00; 20001.00; 19998.00; 20000.00; 19998.00;  -0.30; 1060.98; 22838.00; 
-143.23; -33.79; 1038.71; 621.42; 669.81; 3150.70;   1.58;   5.44;  -3.11; 110678005.00; 20000.00; 19998.00; 20000.00; 20238.00; 19761.00;  -0.44; 1049.08; 22838.00; 
-155.55; -31.48; 1054.45; 2257.68; 1028.56; 4345.08;   1.56;   5.57;  -2.69; 110778043.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.54; 1066.32; 22838.00; 
-170.07; -25.13; 1029.07; -12.95; 2839.81; 5526.33;   1.72;   5.60;  -2.16; 110878175.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.72; 1043.33; 22838.00; 
-178.61; -25.74; 1036.02; -2384.20; 6431.69; 15995.70;   2.09;   5.65;  -1.23; 110978240.00; 19998.00; 19999.00; 20000.00; 19998.00; 20000.00;  -0.79; 1051.62; 22838.00; 
-220.09; -15.37; 1038.46; -3893.57; 6825.44; 24946.95;   2.64;   5.55;   0.94; 111078235.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.19; 1061.64; 22838.00; 
-271.08;  -9.15; 1028.22; 8417.67; -822.06; 3080.70;   3.01;   5.72;   2.33; 111178259.00; 20000.00; 19998.00; 20000.00; 20090.00; 19908.00;  -1.70; 1063.39; 22838.00; 
-303.41;  11.83; 1026.63; -1811.07; 1522.94; 6410.08;   3.02;   6.18;   2.71; 111270992.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -2.01; 1070.59; 22838.00; 
-309.64;  33.18; 1019.19; 2122.05; 2275.44; 12858.83;   3.08;   6.25;   3.81; 111379140.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -2.09; 1065.70; 22838.00; 
-308.90;  37.70; 1025.78; -1640.45; 2056.69; 14604.45;   3.09;   6.19;   5.23; 111479183.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -2.07; 1071.94; 22838.00; 
09:33:42AM
-304.51;  58.32; 1022.60; -734.83; 1942.94; 15636.95;   3.15;   6.41;   6.84; 111578416.00; 20004.00; 19994.00; 20000.00; 19998.00; 20000.00;  -2.03; 1068.57; 27920.00; 
-305.61;  74.18; 1012.23; -1058.57; 1221.06; 16883.82;   3.21;   6.44;   8.52; 111678680.00; 19998.00; 20000.00; 19998.00; 20238.00; 19760.00;  -2.07; 1059.96; 27920.00; 
-315.13;  88.08; 1005.04; -551.08; 1785.44; 16717.57;   3.24;   6.54;  10.32; 111778575.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -2.18; 1056.96; 27920.00; 
-306.10;  97.60; 1007.23; -673.58; 2844.19; 16949.45;   3.28;   6.45;  12.12; 111878813.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -2.09; 1057.23; 27920.00; 
-296.58; 100.16; 1006.01; 1470.18; 2026.06; 17356.32;   3.23;   6.40;  14.03; 111978749.00; 20000.00; 19999.00; 19998.00; 20000.00; 19998.00;  -2.00; 1053.59; 27920.00; 
-299.02; 103.82; 1003.69; -1662.32; 2008.56; 17159.45;   3.27;   6.40;  15.91; 112070870.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -2.03; 1052.42; 27920.00; 
-306.22; 108.21; 1003.08; -1692.95; 1063.56; 18874.45;   3.24;   6.47;  17.90; 112178977.00; 19998.00; 20000.00; 19998.00; 20088.00; 19911.00;  -2.11; 1054.35; 27920.00; 
-302.44; 123.46; 992.47; 1610.18; 3054.19; 18266.32;   3.18;   6.37;  19.93; 112279076.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -2.10; 1044.85; 27920.00; 
-298.41; 109.07; 990.88; -6531.70; 626.06; 10793.83;   3.21;   5.81;  21.82; 112379252.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -2.07; 1040.58; 27920.00; 
-294.39; 112.12; 995.15; -3307.32; -738.94; -6268.67;   3.11;   4.99;  22.16; 112479296.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -2.01; 1043.82; 27920.00; 
09:33:42AM
-303.54; 150.30; 989.05; -3954.82; -297.06; 13410.08;   2.96;   4.16;  23.01; 112578556.00; 20002.00; 19996.00; 19998.00; 20000.00; 19998.00;  -2.12; 1045.44; 19177.00; 
-310.12; 166.04; 1001.74; -2069.20; -756.44; 19281.32;   2.65;   3.83;  24.73; 112678742.00; 19999.00; 20000.00; 19998.00; 20238.00; 19760.00;  -2.15; 1061.71; 19177.00; 
-293.41; 146.16; 1012.72; -686.70; -756.44; 21092.57;   2.37;   3.63;  26.93; 112778573.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.96; 1064.45; 19177.00; 
-280.11; 149.08; 1019.07;  13.30; -30.19; 20790.70;   2.10;   3.62;  29.17; 112879122.00; 19998.00; 19999.00; 20000.00; 19998.00; 20000.00;  -1.81; 1067.33; 19177.00; 
-283.53; 160.55; 1010.89; -546.70; -861.44; 21551.95;   1.94;   3.72;  31.38; 112978856.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.87; 1062.11; 19177.00; 
-283.04; 173.24; 1012.11; -218.57; -17.06; 21363.82;   1.77;   3.77;  33.59; 113079029.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.86; 1065.13; 19177.00; 
-285.36; 187.03; 1029.44; 914.55; 306.69; 20952.57;   1.69;   3.86;  35.93; 113178908.00; 19998.00; 20000.00; 19998.00; 20193.00; 19806.00;  -1.83; 1084.50; 19177.00; 
-286.46; 194.83; 1022.36; 2200.80; 1921.06; 21683.20;   1.60;   3.99;  38.27; 113279166.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.86; 1079.46; 19177.00; 
-288.65; 197.03; 1014.55; 665.17; 709.19; 22186.32;   1.45;   3.99;  40.66; 113378368.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.91; 1073.06; 19177.00; 
-281.58; 200.81; 1003.33; -4580.45; 1859.81; 23385.07;   1.44;   4.05;  43.06; 113478533.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.87; 1061.26; 19177.00; 
09:33:42AM
-269.86; 208.13; 1010.40; -6680.45; 5806.06; 22186.32;   1.64;   4.21;  45.24; 113577854.00; 20004.00; 19995.00; 20000.00; 19998.00; 20000.00;  -1.74; 1066.33; 20261.00; 
-299.63; 213.50; 1013.45; 1929.55; 4231.06; 21691.95;   2.04;   4.28;  47.52; 113677935.00; 19998.00; 20000.00; 19998.00; 20241.00; 19758.00;  -2.01; 1078.17; 20261.00; 
-301.46; 208.86; 1034.93; 1448.30; 936.69; 21009.45;   2.06;   4.29;  49.97; 113777873.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.97; 1097.99; 20261.00; 
-290.73; 214.11; 995.40; 7205.80; 5438.56; 15820.70;   2.27;   4.15;  52.41; 113877976.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.98; 1058.86; 20261.00; 
-305.49; 222.16; 994.79; -2016.70; 8120.44; 23800.70;   2.94;   4.11;  54.87; 113978207.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -2.12; 1064.09; 20261.00; 
-352.46; 234.48; 1038.22; -1181.07; 2804.81; 21674.45;   3.17;   4.10;  57.27; 114078144.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -2.43; 1121.21; 20261.00; 
-353.56; 197.64; 1004.43;  17.68; -1176.44; 21805.70;   3.20;   4.06;  59.62; 114178277.00; 20000.00; 19998.00; 20000.00; 20086.00; 19912.00;  -2.55; 1083.02; 20261.00; 
-325.74; 198.62; 1008.21; 2546.43; 1811.69; 21376.95;   3.17;   4.32;  61.92; 114278310.00; 20000.00; 19998.00; 20000.00; 19998.00; 19999.00;  -2.28; 1077.98; 20261.00; 
-340.99; 211.06; 998.57; -1701.70; -3416.44; 21171.32;   3.04;   4.50;  64.23; 114379203.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -2.45; 1076.09; 20261.00; 
-297.68; 208.50; 1004.06; -1154.82; 149.19; 18953.20;   2.71;   4.40;  66.34; 114479249.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -2.02; 1067.81; 20261.00; 
09:33:42AM
-266.94; 201.30; 1013.21; -1802.32; 3561.69; 18926.95;   2.79;   4.39;  68.42; 114578542.00; 20001.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.70; 1066.94; 20670.00; 
-291.09; 203.74; 989.42; -2007.95; 1181.69; 18021.32;   2.95;   4.31;  70.47; 114678511.00; 19998.00; 20000.00; 19998.00; 20240.00; 19759.00;  -2.00; 1051.28; 20670.00; 
-288.41; 190.93; 989.18; -2423.57; 4344.81; 18900.70;   3.02;   4.20;  72.39; 114778672.00; 20028.00; 19971.00; 20000.00; 19998.00; 20000.00;  -1.97; 1047.90; 20670.00; 
-282.92; 184.59; 1021.51; -1399.82; 3198.56; 18095.70;   3.26;   4.18;  74.40; 114878753.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.83; 1075.91; 20670.00; 
-259.01; 187.88; 996.98; -1754.20; 1107.31; 15444.45;   3.31;   4.28;  76.22; 114978780.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.66; 1047.07; 20670.00; 
-240.34; 185.81; 986.25; -371.70; 1474.81; 14845.08;   3.50;   4.28;  77.86; 115078946.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.51; 1031.97; 20670.00; 
-224.24; 183.37; 1009.55; -1281.70; 122.94; 13077.58;   3.63;   4.19;  79.36; 115179069.00; 20000.00; 19998.00; 20000.00; 20086.00; 19913.00;  -1.29; 1050.28; 20670.00; 
-200.69; 164.09; 1023.34; 437.67; 2730.44; 11791.33;   3.66;   4.24;  80.69; 115279066.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -1.03; 1055.66; 20670.00; 
-198.62; 160.55; 1029.19; 757.05; 652.31; 10820.08;   3.76;   4.46;  81.95; 115379132.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -1.00; 1060.41; 20670.00; 
-187.64; 162.38; 1030.05; -26.07; -402.06; 9560.08;   3.63;   4.62;  83.03; 115479176.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.89; 1059.51; 20670.00; 
09:33:42AM
-175.68; 159.82; 1016.75; 1251.43; -1417.06; 7289.45;   3.45;   4.65;  84.03; 115578532.00; 20001.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.79; 1044.12; 22559.00; 
-150.06; 154.57; 1025.41; 1107.05; 1081.06; 7888.83;   3.43;   4.66;  84.92; 115678684.00; 19998.00; 20000.00; 19998.00; 20243.00; 19755.00;  -0.52; 1047.80; 22559.00; 
-131.88; 141.03; 1027.24; -1382.32; 857.94; 7425.08;   3.42;   4.71;  85.72; 115778750.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.34; 1045.23; 22559.00; 
-119.44; 139.20; 1016.14; 1238.30; -1001.44; 5163.20;   3.31;   4.71;  86.32; 115878627.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.23; 1032.56; 22559.00; 
-101.75; 134.20; 1035.78; 595.17; -992.69; 3531.32;   3.24;   4.62;  86.88; 115978953.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.03; 1049.38; 22559.00; 
-82.72; 132.00; 1029.31; -201.07; 1356.69; 3268.82;   3.10;   4.58;  87.34; 116074094.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.16; 1041.04; 22559.00; 
-71.13; 128.71; 1011.01; -1329.82; 1789.81; 3933.82;   3.06;   4.69;  87.71; 116174246.00; 20000.00; 19998.00; 20000.00; 20087.00; 19912.00;   0.26; 1021.65; 22559.00; 
-69.17; 134.44; 1013.45; -2047.32; 906.06; 3155.07;   3.13;   4.87;  88.01; 116276913.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.29; 1024.67; 22559.00; 
-74.05; 128.59; 989.91; -2322.95; -1062.69; 2258.20;   3.09;   4.72;  88.30; 116374356.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.22; 1000.97; 22559.00; 
-70.52; 119.56; 1008.82;  22.05; 507.94; 2227.57;   3.09;   4.58;  88.57; 116471665.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.27; 1018.32; 22559.00; 
09:33:48AM
-59.05; 106.75; 1037.12;  30.80; -1408.31; 1960.70;   2.99;   4.50;  88.81; 116570956.00; 19999.00; 19999.00; 20000.00; 19998.00; 20000.00;   0.40; 1044.27; 21592.00; 
-49.29; 103.33; 1047.49; 4510.80; -3871.44; 403.20;   2.86;   4.64;  88.96; 116671042.00; 19998.00; 20005.00; 19994.00; 20240.00; 19759.00;   0.51; 1053.73; 21592.00; 
-26.11; 109.43; 1029.68; 2262.05; -270.81; 521.33;   2.72;   4.82;  89.00; 116771084.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.73; 1035.81; 21592.00; 
-23.55; 110.17; 1034.56; 940.80; -743.31; 941.33;   2.74;   4.87;  89.01; 116870712.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.76; 1040.68; 21592.00; 
-16.35; 112.36; 1032.61; -428.58; 1260.44; -218.05;   2.72;   4.84;  89.03; 116971359.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.83; 1038.83; 21592.00; 
-29.28; 111.26; 1017.24; -730.45; 1654.19; 481.95;   2.89;   4.83;  89.05; 117071422.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.70; 1023.72; 21592.00; 
