ESTABILIDAD;05/03/2025 09:28:37AM;DOBACK002;53;0;
ax; ay; az; gx; gy; gz; roll; pitch; yaw; timeantwifi; usciclo1; usciclo2; usciclo3;usciclo4; usciclo5; si; accmag; microsds
-19.28;  91.13; 1021.87; 164.85; -60.03; -52.94;   1.78;   5.76;   4.33; 47359140.00; 19998.00; 19999.00; 19999.00; 20049.00; 19950.00;   0.80; 1026.11; 21320.00; 
-18.67;  91.38; 1023.95; -97.65; -38.15; -105.44;   1.78;   5.75;   4.33; 47459126.00; 19999.00; 20023.00; 19975.00; 20001.00; 19998.00;   0.81; 1028.18; 21320.00; 
-20.74;  90.52; 1020.41; -71.40;  27.47;   3.94;   1.79;   5.76;   4.33; 47559302.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.79; 1024.63; 21320.00; 
-21.96;  91.38; 1021.51; -88.90; -95.03; -13.56;   1.79;   5.75;   4.33; 47659375.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.77; 1025.82; 21320.00; 
-19.28;  90.40; 1023.46; 422.98; -20.65; 170.19;   1.77;   5.75;   4.32; 47759652.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.80; 1027.62; 21320.00; 
-19.28;  91.26; 1021.38; -27.65;  84.35; -96.69;   1.74;   5.76;   4.34; 47859862.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.80; 1025.63; 21320.00; 
09:29:24AM
-21.84;  91.13; 1020.53; 300.48; 106.22;  52.06;   1.74;   5.76;   4.33; 47958885.00; 20001.00; 19998.00; 20006.00; 19992.00; 20001.00;   0.78; 1024.82; 22209.00; 
-20.98;  89.79; 1022.85; -88.90;  40.60; -96.69;   1.73;   5.75;   4.33; 48058889.00; 19998.00; 20001.00; 19998.00; 20028.00; 19970.00;   0.79; 1027.00; 22209.00; 
-17.57;  93.09; 1023.95;  68.60; 163.10; -57.31;   1.73;   5.74;   4.33; 48159073.00; 20012.00; 19986.00; 20001.00; 19998.00; 20001.00;   0.82; 1028.32; 22209.00; 
-18.67;  88.45; 1021.63; -119.53;  79.97; -122.94;   1.73;   5.74;   4.33; 48259236.00; 20001.00; 19999.00; 19998.00; 20001.00; 19998.00;   0.81; 1025.62; 22209.00; 
-22.94;  92.60; 1021.38; -452.02; 132.47;  95.81;   1.74;   5.74;   4.33; 48359224.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.76; 1025.83; 22209.00; 
-21.35;  90.28; 1018.70;  90.47; -60.03;  30.19;   1.71;   5.72;   4.33; 48459191.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.78; 1022.92; 22209.00; 
-18.79;  85.64; 1025.78; 317.98;  27.47; -101.06;   1.71;   5.70;   4.33; 48559362.00; 19999.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.81; 1029.52; 22209.00; 
-19.28;  85.89; 1022.48; 370.48;  53.72; -166.69;   1.71;   5.72;   4.32; 48659457.00; 20001.00; 19998.00; 20001.00; 19998.00; 19999.00;   0.80; 1026.26; 22209.00; 
-24.64;  85.89; 1020.41; -150.15; -134.40; 130.81;   1.72;   5.74;   4.32; 48759529.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.75; 1024.31; 22209.00; 
-23.55;  85.28; 1023.82; -106.40;  18.72;  38.94;   1.72;   5.75;   4.32; 48859534.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.76; 1027.64; 22209.00; 
09:29:25AM
-20.01;  83.94; 1023.09;   7.35; -38.15; -127.31;   1.71;   5.73;   4.31; 48958898.00; 20003.00; 19996.00; 19999.00; 20001.00; 19998.00;   0.80; 1026.72; 20830.00; 
-21.47;  84.79; 1021.87; -84.53; 167.47;  82.69;   1.72;   5.73;   4.31; 49059045.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.78; 1025.61; 20830.00; 
-22.69;  85.03; 1022.60;  72.97; -46.90; -127.31;   1.71;   5.73;   4.31; 49159110.00; 19998.00; 20001.00; 20000.00; 20000.00; 19998.00;   0.77; 1026.38; 20830.00; 
-22.20;  84.67; 1023.09; -180.77;  75.60; 231.44;   1.71;   5.73;   4.32; 49259280.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.77; 1026.83; 20830.00; 
-20.62;  85.40; 1021.99; -10.15; -25.03; -83.56;   1.71;   5.73;   4.32; 49359224.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.79; 1025.76; 20830.00; 
-21.47;  85.52; 1021.87; 160.48;  84.35;   8.31;   1.71;   5.72;   4.32; 49459043.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.78; 1025.67; 20830.00; 
-21.35;  86.38; 1022.48; 291.73;  40.60;  -4.81;   1.71;   5.71;   4.32; 49559513.00; 19998.00; 20044.00; 19954.00; 20001.00; 20038.00;   0.78; 1026.35; 20830.00; 
-21.96;  86.38; 1023.70; -40.78; -103.78;  17.06;   1.71;   5.70;   4.33; 49659716.00; 19962.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.78; 1027.57; 20830.00; 
-20.37;  87.23; 1021.99; -36.40;  71.22;  21.44;   1.70;   5.69;   4.33; 49759281.00; 20031.00; 19966.00; 20001.00; 20045.00; 19954.00;   0.79; 1025.91; 20830.00; 
-21.47;  86.50; 1021.02; -97.65; -64.40; -61.69;   1.70;   5.68;   4.33; 49859479.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.78; 1024.90; 20830.00; 
09:29:26AM
-21.72;  87.47; 1022.97; -97.65;  23.10; 187.69;   1.70;   5.69;   4.33; 49959012.00; 20002.00; 19996.00; 20001.00; 20007.00; 20008.00;   0.78; 1026.93; 21071.00; 
-20.13;  87.35; 1022.60; 212.98;   5.60; -118.56;   1.70;   5.66;   4.33; 50058997.00; 19981.00; 20042.00; 19958.00; 20005.00; 19992.00;   0.79; 1026.53; 21071.00; 
-21.84;  86.86; 1022.73; -150.15; 114.97; 187.69;   1.70;   5.66;   4.33; 50159390.00; 20001.00; 19998.00; 20001.00; 19998.00; 19999.00;   0.78; 1026.64; 21071.00; 
-21.59;  86.38; 1021.87;  72.97;  31.85;  -0.44;   1.69;   5.66;   4.33; 50259180.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.78; 1025.74; 21071.00; 
-21.35;  87.11; 1023.34; -272.65; -68.78;  78.31;   1.69;   5.66;   4.34; 50359051.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.78; 1027.26; 21071.00; 
-18.79;  91.26; 1022.97; 274.23; 106.22;  12.69;   1.69;   5.66;   4.35; 50459448.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.81; 1027.20; 21071.00; 
-16.59; 103.94; 1019.92; 422.98; -138.78; -166.69;   1.68;   5.68;   4.34; 50559370.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.83; 1025.34; 21071.00; 
-13.91; 120.05; 1019.19; 265.48;  49.35; 139.56;   1.67;   5.72;   4.34; 50659387.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.86; 1026.33; 21071.00; 
 -8.54; 134.44; 1017.48; 418.60; -138.78; -70.44;   1.66;   5.77;   4.34; 50762071.00; 19998.00; 20001.00; 19998.00; 20001.00; 20017.00;   0.91; 1026.36; 21071.00; 
-11.96; 122.00; 1016.02; -373.27;  66.85;  12.69;   1.64;   5.78;   4.35; 50859529.00; 19991.00; 20007.00; 19981.00; 20001.00; 19998.00;   0.88; 1023.38; 21071.00; 
09:29:27AM
-17.57;  95.65; 1023.82; -351.40; 202.47;  34.56;   1.66;   5.72;   4.35; 50958804.00; 20002.00; 19996.00; 20001.00; 19998.00; 20001.00;   0.82; 1028.43; 21152.00; 
-21.59;  82.72; 1027.24; 186.73;  75.60; -101.06;   1.67;   5.66;   4.35; 51058988.00; 19998.00; 20001.00; 20007.00; 19993.00; 19998.00;   0.78; 1030.79; 21152.00; 
-20.62;  93.70; 1022.73; 317.98; -64.40; -105.44;   1.67;   5.67;   4.35; 51158947.00; 20001.00; 20004.00; 19995.00; 19998.00; 20001.00;   0.79; 1027.22; 21152.00; 
-19.03;  95.28; 1017.36; -408.27; -81.90; -44.19;   1.67;   5.67;   4.34; 51258989.00; 19998.00; 19999.00; 20000.00; 20000.00; 19998.00;   0.80; 1021.99; 21152.00; 
-20.01;  88.57; 1023.58; -62.65;  97.47; 130.81;   1.67;   5.66;   4.34; 51359267.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.80; 1027.60; 21152.00; 
-19.76;  92.23; 1024.07;  37.97; -33.78; -74.81;   1.67;   5.66;   4.34; 51459338.00; 19998.00; 20001.00; 20051.00; 19949.00; 19998.00;   0.80; 1028.40; 21152.00; 
-20.13;  92.96; 1020.16; -154.52;  40.60;  65.19;   1.67;   5.66;   4.34; 51559077.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.79; 1024.59; 21152.00; 
-20.01;  91.13; 1021.63; 247.98;  36.22; -35.44;   1.66;   5.65;   4.33; 51659357.00; 19998.00; 20001.00; 19998.00; 20001.00; 19999.00;   0.79; 1025.88; 21152.00; 
-19.15;  91.62; 1024.80; -4092.02; -974.40; 900.81;   1.62;   5.72;   4.47; 51759625.00; 19999.00; 20001.00; 19998.00; 19999.00; 20001.00;   0.80; 1029.07; 21152.00; 
-18.79;  92.35; 1020.90; 1267.35; 478.10; -131.69;   1.64;   5.76;   4.45; 51859473.00; 19998.00; 20001.00; 19998.00; 19999.00; 20001.00;   0.81; 1025.24; 21152.00; 
09:29:28AM
-21.11;  92.60; 1021.87; -123.90; -42.53; -83.56;   1.65;   5.73;   4.45; 51959083.00; 19998.00; 19999.00; 20001.00; 19998.00; 20001.00;   0.78; 1026.28; 20560.00; 
-20.50;  91.50; 1023.95;  51.10;   1.22;  38.94;   1.64;   5.73;   4.45; 52058782.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.79; 1028.23; 20560.00; 
-17.93;  94.31; 1022.36; 164.85;  40.60; -214.81;   1.64;   5.72;   4.45; 52159122.00; 19999.00; 20001.00; 19998.00; 19999.00; 20001.00;   0.82; 1026.86; 20560.00; 
-20.13;  90.77; 1021.99; 339.85;  79.97;   3.94;   1.65;   5.71;   4.44; 52259166.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.79; 1026.21; 20560.00; 
-20.62;  93.94; 1021.87; 226.10; -29.40; -83.56;   1.65;   5.71;   4.44; 52359200.00; 20009.00; 19989.00; 20001.00; 20011.00; 19989.00;   0.79; 1026.39; 20560.00; 
-19.52;  92.35; 1022.60; -84.53; -134.40;  47.69;   1.64;   5.69;   4.44; 52459149.00; 19998.00; 20001.00; 19998.00; 20006.00; 19992.00;   0.80; 1026.95; 20560.00; 
-18.91;  91.26; 1021.63;  24.85; 101.85; -35.44;   1.64;   5.69;   4.45; 52559230.00; 20001.00; 19998.00; 20001.00; 19998.00; 20002.00;   0.81; 1025.87; 20560.00; 
-20.37;  92.48; 1020.90; -163.27;  97.47; -61.69;   1.64;   5.69;   4.44; 52659262.00; 19997.00; 19999.00; 20001.00; 19998.00; 19999.00;   0.79; 1025.28; 20560.00; 
-20.98;  91.50; 1022.12;  -5.78;  53.72;  91.44;   1.64;   5.69;   4.44; 52759473.00; 20001.00; 19998.00; 20001.00; 19998.00; 19999.00;   0.78; 1026.42; 20560.00; 
-20.13;  91.74; 1021.51; 160.48; -77.53; -79.19;   1.63;   5.67;   4.43; 52859662.00; 20001.00; 19998.00; 20001.00; 20000.00; 19999.00;   0.79; 1025.82; 20560.00; 
09:29:29AM
-20.50;  90.77; 1021.99;  24.85;   9.97; 122.06;   1.63;   5.67;   4.44; 52958818.00; 19997.00; 20000.00; 20001.00; 19998.00; 20001.00;   0.79; 1026.22; 23013.00; 
-19.64;  88.57; 1021.26; -185.15; 132.47;  17.06;   1.63;   5.67;   4.43; 53059002.00; 19998.00; 20013.00; 19985.00; 20001.00; 19998.00;   0.80; 1025.28; 23013.00; 
-21.23;  87.60; 1023.34; -207.02; 128.10; -31.06;   1.63;   5.67;   4.43; 53158896.00; 20001.00; 19998.00; 19999.00; 20001.00; 20030.00;   0.78; 1027.30; 23013.00; 
-22.81;  87.35; 1023.70; 296.10; 180.60;  -4.81;   1.64;   5.64;   4.43; 53259228.00; 19967.00; 20001.00; 19998.00; 20001.00; 20042.00;   0.77; 1027.68; 23013.00; 
-23.30;  80.76; 1022.12; -718.90;  62.47;  17.06;   1.65;   5.62;   4.42; 53359221.00; 20001.00; 19954.00; 20001.00; 19998.00; 20009.00;   0.76; 1025.57; 23013.00; 
-22.45;  78.32; 1024.80; -93.28;  14.35; 143.94;   1.64;   5.62;   4.41; 53459309.00; 20028.00; 19963.00; 19998.00; 20027.00; 19973.00;   0.77; 1028.03; 23013.00; 
-23.18;  77.47; 1023.09; -119.53;  97.47; -17.94;   1.65;   5.61;   4.41; 53559296.00; 19998.00; 19999.00; 20001.00; 19998.00; 20001.00;   0.76; 1026.28; 23013.00; 
-24.77;  76.37; 1022.48; 593.60; 219.97; 108.94;   1.66;   5.61;   4.41; 53659283.00; 19998.00; 20001.00; 20046.00; 19961.00; 19989.00;   0.75; 1025.63; 23013.00; 
-24.40;  75.88; 1023.21; -180.77; -90.65; -114.19;   1.66;   5.60;   4.42; 53759451.00; 19999.00; 20001.00; 19999.00; 20001.00; 19998.00;   0.75; 1026.31; 23013.00; 
-24.40;  75.40; 1022.73;  29.22; 189.35; 135.19;   1.66;   5.58;   4.42; 53859638.00; 20052.00; 19975.00; 19974.00; 19998.00; 20001.00;   0.75; 1025.79; 23013.00; 
09:29:30AM
-24.03;  73.69; 1024.43; 147.35; -25.03; -31.06;   1.66;   5.56;   4.42; 53959214.00; 20043.00; 19954.00; 20001.00; 20043.00; 19957.00;   0.75; 1027.36; 20638.00; 
-22.45;  72.71; 1022.85; -473.90;  97.47;  12.69;   1.65;   5.56;   4.42; 54058866.00; 20000.00; 19998.00; 20038.00; 19960.00; 20001.00;   0.77; 1025.67; 20638.00; 
-23.30;  71.25; 1022.85; 466.73;  62.47; -17.94;   1.65;   5.53;   4.41; 54159230.00; 19998.00; 20001.00; 19998.00; 20001.00; 20069.00;   0.76; 1025.59; 20638.00; 
-21.96;  70.88; 1024.43; -27.65; -239.40; -359.19;   1.64;   5.52;   4.40; 54259276.00; 19931.00; 19998.00; 20001.00; 20061.00; 19941.00;   0.78; 1027.12; 20638.00; 
-22.20;  70.27; 1026.26; 234.85; -90.65; -332.94;   1.64;   5.49;   4.37; 54359127.00; 19994.00; 20001.00; 20031.00; 19968.00; 19998.00;   0.77; 1028.91; 20638.00; 
-21.23;  70.03; 1025.17;  90.47; -16.28; -490.44;   1.63;   5.48;   4.34; 54459272.00; 20021.00; 19979.00; 19998.00; 20001.00; 19998.00;   0.78; 1027.77; 20638.00; 
-21.96;  69.54; 1023.82; 199.85;  18.72; -394.19;   1.63;   5.47;   4.29; 54559010.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.78; 1026.42; 20638.00; 
-22.45;  69.42; 1023.82; -215.77; -29.40; -534.19;   1.62;   5.46;   4.24; 54659623.00; 20013.00; 20059.00; 19926.00; 20001.00; 20043.00;   0.77; 1026.42; 20638.00; 
-23.18;  68.81; 1025.04; -10.15;  18.72; -402.94;   1.62;   5.45;   4.18; 54759510.00; 19957.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.76; 1027.61; 20638.00; 
-21.84;  68.81; 1023.95; -141.40; -86.28; -757.31;   1.62;   5.46;   4.10; 54859579.00; 19998.00; 20034.00; 19965.00; 20001.00; 19998.00;   0.78; 1026.49; 20638.00; 
09:29:31AM
-22.08;  68.56; 1024.43; 217.35; 145.60; -665.44;   1.63;   5.45;   4.03; 54958889.00; 20005.00; 19994.00; 20001.00; 19998.00; 20001.00;   0.77; 1026.96; 25429.00; 
-22.81;  66.73; 1022.24; 116.72; -151.90; -967.31;   1.64;   5.43;   3.96; 55058980.00; 19998.00; 20034.00; 19970.00; 19996.00; 19998.00;   0.77; 1024.67; 25429.00; 
-24.40;  67.59; 1025.04; 317.98; -60.03; -967.31;   1.63;   5.41;   3.86; 55159215.00; 20001.00; 19998.00; 20035.00; 19966.00; 19998.00;   0.75; 1027.56; 25429.00; 
-24.16;  69.54; 1024.68; -202.65; -116.90; -1011.06;   1.63;   5.40;   3.76; 55258934.00; 20003.00; 19995.00; 19999.00; 20001.00; 19998.00;   0.75; 1027.32; 25429.00; 
-24.03;  72.22; 1024.31; 261.10; -235.03; -993.56;   1.62;   5.38;   3.65; 55359232.00; 19999.00; 20001.00; 19999.00; 19998.00; 20001.00;   0.75; 1027.14; 25429.00; 
-21.59;  76.86; 1023.09; 103.60;  79.97; -1032.94;   1.61;   5.38;   3.54; 55459194.00; 19998.00; 20026.00; 19974.00; 19998.00; 20001.00;   0.78; 1026.20; 25429.00; 
-21.59;  83.69; 1024.07; -119.53; -243.78; -976.06;   1.60;   5.39;   3.43; 55559255.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.78; 1027.71; 25429.00; 
-21.35;  87.84; 1021.51; -132.65; -169.40; -984.81;   1.59;   5.40;   3.31; 55659390.00; 20001.00; 19998.00; 19999.00; 20001.00; 19998.00;   0.78; 1025.50; 25429.00; 
-19.76;  89.79; 1024.31; 125.47; 123.72; -993.56;   1.58;   5.39;   3.19; 55759582.00; 20025.00; 19973.00; 20025.00; 19973.00; 20001.00;   0.80; 1028.43; 25429.00; 
-20.98;  91.99; 1023.70; -137.02; -261.28; -1019.81;   1.57;   5.41;   3.08; 55859679.00; 20042.00; 19955.00; 20048.00; 19951.00; 20039.00;   0.79; 1028.04; 25429.00; 
09:29:32AM
-20.25;  93.45; 1021.38; 234.85; -29.40; -1037.31;   1.57;   5.40;   2.96; 55958832.00; 19958.00; 20002.00; 19998.00; 19999.00; 20001.00;   0.79; 1025.85; 21739.00; 
-18.67;  96.38; 1023.21; -84.53;  36.22; -1046.06;   1.56;   5.39;   2.86; 56058886.00; 19998.00; 20001.00; 19998.00; 20068.00; 19930.00;   0.81; 1027.91; 21739.00; 
-19.89;  97.11; 1022.60;  99.22;  44.97; -941.06;   1.57;   5.37;   2.74; 56158949.00; 20001.00; 20029.00; 19971.00; 20039.00; 19960.00;   0.80; 1027.40; 21739.00; 
-19.76;  99.06; 1021.75; -202.65; -25.03; -1002.31;   1.57;   5.37;   2.63; 56259200.00; 19998.00; 20001.00; 20031.00; 20006.00; 19959.00;   0.80; 1026.73; 21739.00; 
-20.86; 100.89; 1021.38;  72.97; -208.78; -914.81;   1.57;   5.37;   2.53; 56359048.00; 20001.00; 19998.00; 20001.00; 20034.00; 19965.00;   0.79; 1026.57; 21739.00; 
-18.79; 102.72; 1021.51; 431.73; -86.28; -1028.56;   1.56;   5.36;   2.43; 56459123.00; 19998.00; 19999.00; 20001.00; 19998.00; 20001.00;   0.81; 1026.83; 21739.00; 
-17.32; 103.70; 1021.38; -158.90;  -3.15; -1037.31;   1.56;   5.35;   2.32; 56559406.00; 19998.00; 20001.00; 19998.00; 20044.00; 19980.00;   0.82; 1026.78; 21739.00; 
-18.18; 103.70; 1020.04; -97.65; -112.53; -892.94;   1.57;   5.35;   2.22; 56659613.00; 20028.00; 19944.00; 20001.00; 19998.00; 20001.00;   0.81; 1025.46; 21739.00; 
-17.81; 103.94; 1019.68; -228.90; 123.72; -945.44;   1.57;   5.35;   2.12; 56759642.00; 20025.00; 19975.00; 19998.00; 20045.00; 19954.00;   0.82; 1025.11; 21739.00; 
-17.20; 107.24; 1022.60; -259.52; -95.03; -910.44;   1.57;   5.34;   2.02; 56859686.00; 20001.00; 19998.00; 20001.00; 19998.00; 19999.00;   0.82; 1028.36; 21739.00; 
09:29:33AM
-14.64; 107.73; 1020.16; -123.90;  36.22; -1046.06;   1.57;   5.32;   1.91; 56958865.00; 19999.00; 19999.00; 20001.00; 19998.00; 20001.00;   0.85; 1025.94; 21699.00; 
-17.81; 106.75; 1018.46; -460.77; -90.65; -1067.94;   1.58;   5.32;   1.80; 57059148.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.82; 1024.19; 21699.00; 
-20.74; 103.58; 1020.65; -93.28;   1.22; -840.44;   1.58;   5.30;   1.69; 57159135.00; 20001.00; 19998.00; 19999.00; 20001.00; 20006.00;   0.79; 1026.10; 21699.00; 
-20.01; 100.28; 1021.14; 173.60; -130.03; -1006.69;   1.57;   5.28;   1.59; 57259291.00; 20035.00; 19957.00; 20001.00; 20000.00; 19998.00;   0.79; 1026.25; 21699.00; 
-20.50;  98.33; 1019.31; -40.78; -208.78; -840.44;   1.57;   5.29;   1.49; 57359379.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.79; 1024.25; 21699.00; 
-21.96;  92.72; 1020.04; 274.23; -151.90; -927.94;   1.56;   5.31;   1.39; 57459313.00; 19998.00; 20001.00; 19998.00; 20001.00; 20128.00;   0.77; 1024.48; 21699.00; 
-23.67;  79.18; 1020.90; 405.48; -252.53; -976.06;   1.54;   5.33;   1.30; 57559521.00; 19871.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.76; 1024.24; 21699.00; 
-26.72;  60.02; 1022.24; 864.85; -46.90; -827.31;   1.53;   5.38;   1.20; 57659413.00; 20003.00; 19996.00; 19998.00; 20001.00; 19998.00;   0.73; 1024.35; 21699.00; 
-31.35;  39.53; 1021.63; 1481.72; -64.40; -1006.69;   1.53;   5.46;   1.09; 57759117.00; 20001.00; 20032.00; 19968.00; 19998.00; 19999.00;   0.68; 1022.87; 21699.00; 
-36.60;  27.57; 1022.48; 2221.10; -296.28; -910.44;   1.52;   5.62;   0.99; 57859389.00; 19999.00; 20005.00; 19996.00; 20043.00; 19957.00;   0.63; 1023.51; 21699.00; 
09:29:34AM
-38.80;  24.03; 1022.73; 3192.35; -523.78; -674.19;   1.50;   5.86;   0.88; 57959065.00; 19999.00; 19999.00; 20001.00; 19998.00; 20034.00;   0.60; 1023.74; 22083.00; 
-34.16;  50.87; 1029.44; 1696.10; -300.65; -945.44;   1.41;   6.11;   0.78; 58058862.00; 19965.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.65; 1031.26; 22083.00; 
-25.38;  90.04; 1035.05; 597.97; -838.78; -1374.19;   1.32;   6.26;   0.64; 58158948.00; 19999.00; 20001.00; 19998.00; 19999.00; 19999.00;   0.74; 1039.27; 22083.00; 
-19.40;  99.67; 1028.22; 177.98;   5.60; -713.56;   1.31;   6.25;   0.53; 58259242.00; 20001.00; 19998.00; 19999.00; 20001.00; 19998.00;   0.80; 1033.22; 22083.00; 
-16.96; 103.21; 1021.38; -574.53; 198.10; -962.94;   1.33;   6.22;   0.45; 58359131.00; 20004.00; 19994.00; 20001.00; 19998.00; 20001.00;   0.83; 1026.73; 22083.00; 
-16.35; 107.12; 1022.60;  86.10; -147.53; -1221.06;   1.34;   6.18;   0.32; 58459275.00; 20043.00; 19958.00; 19996.00; 20001.00; 19998.00;   0.83; 1028.33; 22083.00; 
-16.47; 107.85; 1022.73; -255.15; 303.10; -906.06;   1.34;   6.14;   0.21; 58559438.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.83; 1028.53; 22083.00; 
-18.91; 109.19; 1021.14; -84.53;  18.72; -1006.69;   1.37;   6.10;   0.12; 58659494.00; 19998.00; 20044.00; 19955.00; 20001.00; 19998.00;   0.81; 1027.14; 22083.00; 
-19.28; 108.82; 1020.77; 177.98; -86.28; -1168.56;   1.37;   6.07;   0.00; 58759433.00; 20001.00; 19998.00; 20001.00; 20004.00; 19995.00;   0.80; 1026.74; 22083.00; 
-20.62; 109.68; 1021.38; -526.40; -274.40; -927.94;   1.35;   6.05;  -0.10; 58859707.00; 19998.00; 20187.00; 19812.00; 19999.00; 20001.00;   0.79; 1027.46; 22083.00; 
09:29:35AM
-23.79; 111.02; 1019.68;   7.35; -204.40; -748.56;   1.35;   6.03;  -0.19; 58958804.00; 20000.00; 20002.00; 19995.00; 20001.00; 19998.00;   0.76; 1025.98; 51743.00; 
-24.40; 108.58; 1016.75; -163.27; -221.90; -704.81;   1.34;   6.01;  -0.27; 59058910.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.75; 1022.82; 51743.00; 
-21.96; 106.14; 1018.46; -395.15; -151.90; -634.81;   1.33;   5.98;  -0.33; 59159156.00; 19998.00; 20001.00; 19998.00; 20032.00; 19967.00;   0.77; 1024.21; 51743.00; 
-16.10; 104.68; 1021.14;  59.85; 206.85; -827.31;   1.33;   5.96;  -0.40; 59258988.00; 20001.00; 19998.00; 19999.00; 20045.00; 19954.00;   0.83; 1026.62; 51743.00; 
-15.62; 101.99; 1019.31; 287.35; -77.53; -949.81;   1.35;   5.94;  -0.48; 59359249.00; 20001.00; 19998.00; 20009.00; 19989.00; 20001.00;   0.84; 1024.52; 51743.00; 
-15.13; 100.77; 1021.75; 300.48;  58.10; -717.94;   1.37;   5.93;  -0.56; 59459479.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.84; 1026.82; 51743.00; 
-12.93; 100.89; 1021.38; -285.77; -313.78; -1094.19;   1.37;   5.91;  -0.67; 59559532.00; 20060.00; 19939.00; 20001.00; 20011.00; 19986.00;   0.87; 1026.44; 51743.00; 
 -9.76; 101.50; 1021.63; -158.90; -151.90; -1466.06;   1.36;   5.89;  -0.82; 59659543.00; 20001.00; 20000.00; 19998.00; 20005.00; 20005.00;   0.90; 1026.70; 51743.00; 
 -6.83;  98.70; 1021.14; 208.60; -11.90; -1606.06;   1.35;   5.87;  -0.99; 59759107.00; 19991.00; 20047.00; 19978.00; 19972.00; 20001.00;   0.93; 1025.92; 51743.00; 
 -8.05;  99.43; 1021.51; 606.72; 224.35; -2201.06;   1.38;   5.87;  -1.21; 59859488.00; 19998.00; 20001.00; 19998.00; 20001.00; 19998.00;   0.92; 1026.37; 51743.00; 
09:29:36AM
-11.35; 102.36; 1021.38; -75.78; -256.90; -2752.31;   1.39;   5.84;  -1.46; 59958903.00; 20000.00; 19999.00; 20001.00; 19998.00; 19999.00;   0.88; 1026.56; 22965.00; 
-11.22; 103.33; 1021.02; -347.02; -151.90; -2577.31;   1.38;   5.80;  -1.75; 60058886.00; 20001.00; 19998.00; 19999.00; 19999.00; 19999.00;   0.88; 1026.30; 22965.00; 
-11.83; 102.11; 1019.07;  -1.40; -379.40; -3137.31;   1.38;   5.75;  -2.06; 60158702.00; 20001.00; 19998.00; 20001.00; 19998.00; 19999.00;   0.88; 1024.24; 22965.00; 
 -8.78; 103.70; 1021.14; -45.15; -274.40; -3552.94;   1.36;   5.72;  -2.42; 60258804.00; 19999.00; 20001.00; 19998.00; 19999.00; 20001.00;   0.91; 1026.43; 22965.00; 
 -7.69; 106.75; 1021.63; -268.27; -738.15; -4108.56;   1.33;   5.69;  -2.83; 60359066.00; 20052.00; 19945.00; 20006.00; 19992.00; 19999.00;   0.92; 1027.22; 22965.00; 
 -6.71; 108.09; 1019.07; -263.90; -156.28; -4200.44;   1.32;   5.66;  -3.28; 60458918.00; 20001.00; 20057.00; 19942.00; 19998.00; 20001.00;   0.93; 1024.80; 22965.00; 
 -6.71; 111.51; 1020.65; -185.15; -278.78; -4887.31;   1.31;   5.62;  -3.75; 60559371.00; 19998.00; 20045.00; 19954.00; 20001.00; 19998.00;   0.93; 1026.75; 22965.00; 
-10.13; 112.36; 1021.02; -62.65; -558.78; -4852.31;   1.32;   5.60;  -4.29; 60659434.00; 20001.00; 19998.00; 20001.00; 19998.00; 20001.00;   0.90; 1027.23; 22965.00; 
